,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Race,Department,Education Level Updated
275,38.0,Female,Bachelor's,Senior Project Manager,9.0,120000.0,Asian,Product & Project Management,Bachelor's Degree
276,46.0,Male,PhD,Senior Data Analyst,17.0,160000.0,Other,Technology,PhD
277,34.0,Female,Bachelor's,Junior Financial Analyst,5.0,70000.0,Asian,Finance,Bachelor's Degree
278,36.0,Male,Bachelor's,Senior Product Manager,8.0,95000.0,African American,Product & Project Management,Bachelor's Degree
279,49.0,Female,Master's,Director of Operations,21.0,180000.0,White,Operations,Master's Degree
280,31.0,Male,Bachelor's,Junior Operations Analyst,3.0,50000.0,White,Operations,Bachelor's Degree
281,41.0,Female,Bachelor's,Senior Project Coordinator,11.0,95000.0,African American,Product & Project Management,Bachelor's Degree
282,47.0,Male,Master's,Director of Marketing,19.0,170000.0,White,Sales & Marketing,Master's Degree
283,29.0,Female,Bachelor's,Junior Business Development Associate,1.5,35000.0,African American,Finance,Bachelor's Degree
284,35.0,Male,Bachelor's,Senior Financial Manager,9.0,100000.0,African American,Finance,Bachelor's Degree
285,44.0,Female,PhD,Senior Product Designer,15.0,150000.0,Hispanic,Product & Project Management,PhD
286,33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0,Other,Finance,Bachelor's Degree
287,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,African American,Sales & Marketing,Bachelor's Degree
288,44.0,Male,Bachelor's,Senior Software Engineer,13.0,130000.0,African American,Technology,Bachelor's Degree
289,32.0,Male,Bachelor's,Junior Product Manager,4.0,65000.0,Asian,Product & Project Management,Bachelor's Degree
290,38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0,White,Finance,Bachelor's Degree
291,49.0,Male,PhD,Director of Operations,21.0,180000.0,Asian,Operations,PhD
292,29.0,Female,Bachelor's,Junior Marketing Specialist,2.0,40000.0,Asian,Sales & Marketing,Bachelor's Degree
293,35.0,Male,Bachelor's,Senior Business Development Manager,7.0,90000.0,White,Finance,Bachelor's Degree
294,45.0,Female,Master's,Senior HR Manager,14.0,140000.0,African American,Human Resources,Master's Degree
295,33.0,Male,Bachelor's,Junior Financial Analyst,4.0,60000.0,White,Finance,Bachelor's Degree
296,40.0,Female,Bachelor's,Senior Marketing Manager,12.0,130000.0,Asian,Sales & Marketing,Bachelor's Degree
297,44.0,Male,PhD,Senior Data Scientist,16.0,160000.0,White,Technology,PhD
298,30.0,Female,Bachelor's,Junior Operations Coordinator,2.0,40000.0,Other,Operations,Bachelor's Degree
299,37.0,Male,Bachelor's,Senior Marketing Analyst,9.0,100000.0,Other,Sales & Marketing,Bachelor's Degree
300,48.0,Female,Master's,Director of HR,20.0,180000.0,White,Human Resources,Master's Degree
301,31.0,Male,Bachelor's,Junior Project Manager,3.0,55000.0,White,Product & Project Management,Bachelor's Degree
302,38.0,Female,Bachelor's,Senior Operations Coordinator,9.0,120000.0,African American,Operations,Bachelor's Degree
303,45.0,Male,PhD,Senior Data Engineer,16.0,150000.0,Other,Technology,PhD
304,33.0,Female,Bachelor's,Junior Marketing Manager,5.0,70000.0,Asian,Sales & Marketing,Bachelor's Degree
305,36.0,Male,Bachelor's,Senior Business Analyst,8.0,95000.0,Asian,Finance,Bachelor's Degree
306,49.0,Female,Master's,Director of Marketing,21.0,180000.0,African American,Sales & Marketing,Master's Degree
307,31.0,Male,Bachelor's,Junior Operations Analyst,3.0,50000.0,White,Operations,Bachelor's Degree
308,42.0,Female,Bachelor's,Senior Project Manager,12.0,120000.0,Hispanic,Product & Project Management,Bachelor's Degree
309,47.0,Male,Master's,Director of Marketing,19.0,170000.0,White,Sales & Marketing,Master's Degree
310,29.0,Female,Bachelor's,Junior Business Development Associate,1.5,35000.0,African American,Finance,Bachelor's Degree
311,35.0,Male,Bachelor's,Senior Financial Manager,9.0,100000.0,African American,Finance,Bachelor's Degree
312,44.0,Female,PhD,Senior Product Designer,15.0,150000.0,Asian,Product & Project Management,PhD
313,33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0,African American,Finance,Bachelor's Degree
314,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,Hispanic,Sales & Marketing,Bachelor's Degree
315,44.0,Male,Bachelor's,Senior Software Engineer,13.0,130000.0,Asian,Technology,Bachelor's Degree
316,34.0,Female,Master's,Senior Financial Advisor,6.0,80000.0,Hispanic,Finance,Master's Degree
317,36.0,Male,Bachelor's,Senior Marketing Specialist,8.0,95000.0,White,Sales & Marketing,Bachelor's Degree
318,30.0,Female,Bachelor's,Junior HR Coordinator,2.0,40000.0,White,Human Resources,Bachelor's Degree
319,37.0,Male,Bachelor's,Senior Business Development Manager,10.0,120000.0,Asian,Finance,Bachelor's Degree
320,45.0,Female,Master's,Senior Marketing Manager,16.0,160000.0,White,Sales & Marketing,Master's Degree
321,32.0,Male,Bachelor's,Junior Financial Advisor,4.0,65000.0,White,Finance,Bachelor's Degree
322,39.0,Female,Bachelor's,Senior Project Manager,12.0,130000.0,Asian,Product & Project Management,Bachelor's Degree
323,47.0,Male,PhD,Director of Engineering,20.0,180000.0,African American,Technology,PhD
324,29.0,Female,Bachelor's,Junior Marketing Analyst,2.0,40000.0,African American,Sales & Marketing,Bachelor's Degree
325,36.0,Male,Bachelor's,Senior Operations Manager,9.0,100000.0,Hispanic,Operations,Bachelor's Degree
326,43.0,Female,PhD,Senior Data Scientist,15.0,150000.0,White,Technology,PhD
327,32.0,Male,Bachelor's,Junior Marketing Coordinator,3.0,55000.0,Asian,Sales & Marketing,Bachelor's Degree
328,38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0,White,Finance,Bachelor's Degree
329,48.0,Male,Master's,Director of Marketing,21.0,180000.0,Other,Sales & Marketing,Master's Degree
330,31.0,Female,Bachelor's,Junior Business Development Associate,3.0,50000.0,Hispanic,Finance,Bachelor's Degree
331,40.0,Male,Bachelor's,Senior Financial Analyst,12.0,130000.0,Asian,Finance,Bachelor's Degree
332,45.0,Female,PhD,Senior UX Designer,16.0,160000.0,White,Technology,PhD
333,33.0,Male,Bachelor's,Junior Product Manager,4.0,60000.0,Hispanic,Product & Project Management,Bachelor's Degree
334,36.0,Female,Bachelor's,Senior Marketing Manager,8.0,95000.0,White,Sales & Marketing,Bachelor's Degree
335,47.0,Male,Master's,Director of Operations,19.0,170000.0,Other,Operations,Master's Degree
336,29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0,Other,Product & Project Management,Bachelor's Degree
337,34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0,African American,Operations,Bachelor's Degree
338,44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,White,Finance,PhD
339,33.0,Male,Bachelor's,Junior Marketing Specialist,5.0,70000.0,Asian,Sales & Marketing,Bachelor's Degree
340,35.0,Female,Bachelor's,Senior Financial Manager,8.0,90000.0,White,Finance,Bachelor's Degree
341,43.0,Male,Master's,Director of Marketing,18.0,170000.0,White,Sales & Marketing,Master's Degree
342,31.0,Female,Bachelor's,Junior Financial Analyst,3.0,50000.0,Other,Finance,Bachelor's Degree
343,41.0,Male,Bachelor's,Senior Product Manager,14.0,150000.0,Other,Product & Project Management,Bachelor's Degree
344,44.0,Female,PhD,Senior Data Engineer,16.0,160000.0,White,Technology,PhD
345,33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0,African American,Finance,Bachelor's Degree
346,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,Asian,Sales & Marketing,Bachelor's Degree
347,45.0,Male,Master's,Director of Engineering,19.0,180000.0,African American,Technology,Master's Degree
348,28.0,Female,Bachelor's,Junior Operations Manager,1.0,35000.0,White,Operations,Bachelor's Degree
349,36.0,Male,Bachelor's,Senior Business Development Manager,8.0,110000.0,Other,Finance,Bachelor's Degree
350,44.0,Female,PhD,Senior Data Scientist,16.0,160000.0,White,Technology,PhD
351,31.0,Male,Bachelor's,Junior Marketing Coordinator,3.0,55000.0,Hispanic,Sales & Marketing,Bachelor's Degree
352,38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0,Hispanic,Finance,Bachelor's Degree
353,48.0,Male,Master's,Director of Marketing,21.0,180000.0,African American,Sales & Marketing,Master's Degree
354,31.0,Female,Bachelor's,Junior Business Development Associate,3.0,50000.0,Hispanic,Finance,Bachelor's Degree
355,40.0,Male,Bachelor's,Senior Financial Analyst,12.0,130000.0,African American,Finance,Bachelor's Degree
356,45.0,Female,PhD,Senior UX Designer,16.0,160000.0,White,Technology,PhD
357,33.0,Male,Bachelor's,Junior Product Manager,4.0,60000.0,White,Product & Project Management,Bachelor's Degree
358,36.0,Female,Bachelor's,Senior Marketing Manager,8.0,95000.0,Other,Sales & Marketing,Bachelor's Degree
359,47.0,Male,Master's,Director of Operations,19.0,170000.0,Hispanic,Operations,Master's Degree
360,29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0,White,Product & Project Management,Bachelor's Degree
361,34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0,Hispanic,Operations,Bachelor's Degree
362,44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,African American,Finance,PhD
363,33.0,Male,Bachelor's,Junior Marketing Specialist,5.0,70000.0,African American,Sales & Marketing,Bachelor's Degree
364,35.0,Female,Bachelor's,Senior Financial Manager,8.0,90000.0,White,Finance,Bachelor's Degree
365,43.0,Male,Master's,Director of Marketing,18.0,170000.0,Other,Sales & Marketing,Master's Degree
366,31.0,Female,Bachelor's,Junior Financial Analyst,3.0,50000.0,African American,Finance,Bachelor's Degree
367,41.0,Male,Bachelor's,Senior Product Manager,14.0,150000.0,White,Product & Project Management,Bachelor's Degree
368,44.0,Female,PhD,Senior Data Engineer,16.0,160000.0,Asian,Technology,PhD
369,33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0,Asian,Finance,Bachelor's Degree
370,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,White,Sales & Marketing,Bachelor's Degree
371,43.0,Male,Master's,Director of Operations,19.0,170000.0,African American,Operations,Master's Degree
372,29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0,Hispanic,Product & Project Management,Bachelor's Degree
373,34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0,Hispanic,Operations,Bachelor's Degree
374,44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,Other,Finance,PhD
375,31.0,Male,Master's,Data Scientist,6.0,160000.0,White,Technology,Master's Degree
376,28.0,Female,Bachelor's,Software Engineer,3.0,125000.0,African American,Technology,Bachelor's Degree
377,26.0,Male,Master's,Product Manager,2.0,120000.0,Asian,Product & Project Management,Master's Degree
378,27.0,Female,Bachelor's,Data Analyst,2.0,110000.0,White,Technology,Bachelor's Degree
379,30.0,Male,PhD,Data Scientist,5.0,180000.0,Asian,Technology,PhD
380,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Other,Technology,Bachelor's Degree
381,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,African American,Product & Project Management,Bachelor's Degree
382,25.0,Female,Master's,Data Analyst,1.0,100000.0,African American,Technology,Master's Degree
383,33.0,Male,PhD,Data Scientist,8.0,190000.0,Hispanic,Technology,PhD
384,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,African American,Technology,Bachelor's Degree
385,28.0,Male,Master's,Product Manager,3.0,130000.0,Asian,Product & Project Management,Master's Degree
386,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,African American,Technology,Bachelor's Degree
387,27.0,Male,PhD,Data Scientist,2.0,115000.0,Hispanic,Technology,PhD
388,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Asian,Technology,Bachelor's Degree
389,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Asian,Product & Project Management,Bachelor's Degree
390,25.0,Female,Master's,Data Analyst,1.0,100000.0,Asian,Technology,Master's Degree
391,33.0,Male,PhD,Data Scientist,8.0,190000.0,Other,Technology,PhD
392,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Hispanic,Technology,Bachelor's Degree
393,28.0,Male,Master's,Product Manager,3.0,130000.0,African American,Product & Project Management,Master's Degree
394,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,African American,Technology,Bachelor's Degree
395,28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,Hispanic,Technology,Bachelor's Degree
396,26.0,Female,Master's,Product Manager,2.0,120000.0,Hispanic,Product & Project Management,Master's Degree
397,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,Hispanic,Technology,Bachelor's Degree
398,30.0,Female,PhD,Data Scientist,5.0,180000.0,White,Technology,PhD
399,29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,White,Technology,Bachelor's Degree
400,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,White,Product & Project Management,Bachelor's Degree
401,25.0,Female,Master's,Data Analyst,1.0,100000.0,White,Technology,Master's Degree
402,33.0,Male,PhD,Data Scientist,8.0,190000.0,African American,Technology,PhD
403,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Asian,Technology,Bachelor's Degree
404,28.0,Male,Master's,Product Manager,3.0,130000.0,African American,Product & Project Management,Master's Degree
405,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,African American,Technology,Bachelor's Degree
406,27.0,Male,PhD,Data Scientist,2.0,115000.0,Asian,Technology,PhD
407,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Asian,Technology,Bachelor's Degree
408,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Hispanic,Product & Project Management,Bachelor's Degree
409,25.0,Female,Master's,Data Analyst,1.0,100000.0,African American,Technology,Master's Degree
410,33.0,Male,PhD,Data Scientist,8.0,190000.0,Asian,Technology,PhD
411,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Hispanic,Technology,Bachelor's Degree
412,28.0,Male,Master's,Product Manager,3.0,130000.0,African American,Product & Project Management,Master's Degree
413,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,White,Technology,Bachelor's Degree
414,28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,Hispanic,Technology,Bachelor's Degree
415,26.0,Female,Master's,Product Manager,2.0,120000.0,Asian,Product & Project Management,Master's Degree
416,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,Other,Technology,Bachelor's Degree
417,30.0,Female,PhD,Data Scientist,5.0,180000.0,African American,Technology,PhD
418,29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Hispanic,Technology,Bachelor's Degree
419,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,White,Product & Project Management,Bachelor's Degree
420,25.0,Female,Master's,Data Analyst,1.0,100000.0,Other,Technology,Master's Degree
421,33.0,Male,PhD,Data Scientist,8.0,190000.0,Hispanic,Technology,PhD
422,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Asian,Technology,Bachelor's Degree
423,28.0,Male,Master's,Product Manager,3.0,130000.0,White,Product & Project Management,Master's Degree
424,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Asian,Technology,Bachelor's Degree
425,27.0,Male,PhD,Data Scientist,2.0,115000.0,African American,Technology,PhD
426,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Hispanic,Technology,Bachelor's Degree
427,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Other,Product & Project Management,Bachelor's Degree
428,25.0,Female,Master's,Data Analyst,1.0,100000.0,White,Technology,Master's Degree
429,33.0,Male,PhD,Data Scientist,8.0,190000.0,Hispanic,Technology,PhD
430,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,White,Technology,Bachelor's Degree
431,28.0,Male,Master's,Product Manager,3.0,130000.0,Asian,Product & Project Management,Master's Degree
432,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Asian,Technology,Bachelor's Degree
433,28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,Other,Technology,Bachelor's Degree
434,26.0,Female,Master's,Product Manager,2.0,120000.0,Asian,Product & Project Management,Master's Degree
435,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,Other,Technology,Bachelor's Degree
436,30.0,Female,PhD,Data Scientist,5.0,180000.0,White,Technology,PhD
437,29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,White,Technology,Bachelor's Degree
438,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,African American,Product & Project Management,Bachelor's Degree
439,25.0,Female,Master's,Data Analyst,1.0,100000.0,Hispanic,Technology,Master's Degree
440,33.0,Male,PhD,Data Scientist,8.0,190000.0,Hispanic,Technology,PhD
441,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,African American,Technology,Bachelor's Degree
442,28.0,Male,Master's,Product Manager,3.0,130000.0,Asian,Product & Project Management,Master's Degree
443,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,White,Technology,Bachelor's Degree
444,27.0,Male,PhD,Data Scientist,2.0,115000.0,Other,Technology,PhD
445,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,White,Technology,Bachelor's Degree
446,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Hispanic,Product & Project Management,Bachelor's Degree
447,25.0,Female,Master's,Data Analyst,1.0,100000.0,Other,Technology,Master's Degree
448,33.0,Male,PhD,Data Scientist,8.0,190000.0,Hispanic,Technology,PhD
449,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Asian,Technology,Bachelor's Degree
450,28.0,Male,Master's,Product Manager,3.0,130000.0,White,Product & Project Management,Master's Degree
451,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Asian,Technology,Bachelor's Degree
452,27.0,Male,PhD,Data Scientist,2.0,115000.0,Hispanic,Technology,PhD
453,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,African American,Technology,Bachelor's Degree
454,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,White,Product & Project Management,Bachelor's Degree
455,25.0,Female,Master's,Data Analyst,1.0,100000.0,Hispanic,Technology,Master's Degree
456,33.0,Male,PhD,Data Scientist,8.0,190000.0,Asian,Technology,PhD
457,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Asian,Technology,Bachelor's Degree
458,28.0,Male,Master's,Product Manager,3.0,130000.0,Other,Product & Project Management,Master's Degree
